
classroom_fol
exercise,submission,#Sub,Percent,#AST,#RL,#PL,#FOL,#LTL,DiffT,DiffRL,DiffPL,DiffFOL,DiffLTL,PctDiff,Up-RL-PL,Up-RL-FOL,Up-RL-LTL,Up-PL-FOL,Up-PL-LTL,UP-FOL-LTL,Down-PL-RL,Down-FOL-RL,Down-LTL-RL,Down-FOL-RL,Down-LTL-PL,Down-LTL-FOL,

Inv1_oracle,"Person in Student", , ,3,1,0,0,0,
Inv1,"all p: Person|p in Student",135,63.38028169014085,9,2,0,1,0,-6,-1,0,-1,0,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0
Inv1,"Person in Student",51,23.943661971830984,3,1,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
Inv1,"Person = Student",12,5.633802816901409,3,1,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
Inv1,"all x: Person | x in Student",10,4.694835680751173,9,2,0,1,0,-6,-1,0,-1,0,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0
Inv1,"(Person & Student) = Person",1,0.4694835680751174,5,2,0,0,0,-2,-1,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0
Inv1,"Student = Person",1,0.4694835680751174,3,1,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
Inv1,"all s : Person | s in Student",1,0.4694835680751174,9,2,0,1,0,-6,-1,0,-1,0,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0
Inv1,"no (Person-Student)",1,0.4694835680751174,4,2,0,0,0,-1,-1,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0
Inv1,"all f : Person | f in Student",1,0.4694835680751174,9,2,0,1,0,-6,-1,0,-1,0,0.3333333333333333,0,1,0,0,0,0,0,0,0,0,0,0

Inv2_oracle,"no Teacher", , ,2,1,0,0,0,
Inv2,"all p:Person | p not in Teacher",72,45.85987261146497,9,2,0,1,0,-7,-1,0,-1,0,0.2222222222222222,0,1,0,0,0,0,0,0,0,0,0,0
Inv2,"no Teacher",58,36.94267515923567,2,1,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0
